date,pm10,pm25,peak_temperature,precipitation_mm
2023-01,14.007669086520112,9.080430186675212,6.44926135256884,2.6677619875459544
2023-02,20.317511904545505,13.185595112180776,7.29570530636763,1.6785317097747807
2023-03,14.275051418773906,8.57614405052164,10.035497075291103,3.4285261479711617
2023-04,14.446693838099526,9.583529557938748,12.192483315569927,2.5770583286767152
2023-05,16.597133313980063,9.497766194521766,18.47945866042092,1.683198121441955
2023-06,18.077262557893786,10.023452685892611,24.743760873541582,2.0859961381620407
2023-07,12.972298296606205,6.679102674038669,24.045804562437166,3.4569646003320833
2023-08,13.327915779449777,7.07219095815173,23.204388724023268,3.862835254475671
2023-09,16.51405801397564,9.024146324471793,23.61441587000645,1.3780364890628314
2023-10,14.10759690749841,7.840004506479631,16.48499200593703,3.590190726636877
2023-11,10.150911714440594,6.177819631350768,8.835816259126817,4.2198175608454855
2023-12,12.949177551701773,8.995985159617803,6.60609345081323,4.081709217016812
2024-01,17.27589417670127,11.476544915930067,4.9104341617868945,2.4783724907001266
2024-02,13.525697551909163,8.390602113278037,10.074722290063496,3.3346898903541815
2024-03,20.343631177370778,12.968217865662853,12.505048368633789,1.863920286903742
2024-04,12.841516811910244,6.495495425440615,14.896003004014643,2.672317847662789
2024-05,14.421524609746019,8.19661934423412,20.145321752427403,3.9897986801828886
2024-06,14.242514480096842,8.045189885099193,21.368470211546615,3.3559880783415412
2024-07,12.620711530674424,6.475609096137965,23.917033203814075,2.6785350107169945
2024-08,15.531894300959506,8.422179867067985,25.453026974094968,1.984640423066016
2024-09,16.963425535044312,9.548060303885174,20.706942916602436,3.2080467259588117
2024-10,14.53145100877045,8.224504604750214,15.538536915252559,2.4819938193907545
2024-11,15.504147678726705,10.205964477967443,8.647004368919777,2.2021986603006902
2024-12,13.204989435886986,9.293480655934648,5.9596995576781095,1.8295362040578393
2025-01,15.87583167816146,11.231131580246478,5.23383685249532,3.095853953227345
2025-02,26.668190728611524,19.802167198220786,5.790805792840432,0.9101301114163286
2025-03,25.534482373486636,16.563885423689097,11.92673610329459,0.6951909370790045
2025-04,16.689946793425023,9.337441580232356,16.75890333582885,1.4622128678740798
2025-05,14.444554045228402,6.90681021643811,18.991901912179298,1.5209414739254596
2025-06,14.39523050698129,8.033106436631803,24.449461372216206,2.1838252155907085
2025-07,12.845978441937074,6.800862392354954,23.72115943349675,3.9152542652084747
2025-08,16.154378822559234,7.889613435354986,24.168253849180307,1.465823359401638
2025-09,11.823192733852638,6.103463407791807,19.563429815680436,2.856545422127243
2025-10,11.523509659950458,6.615305835184101,13.602771023692881,2.602796573131868
2025-11,15.23379693181502,10.039299478096584,8.91146794177568,1.7282478039048321
2025-12,16.25068755773168,11.488678920268326,6.3633086644921715,0.9119323869108814
