city,station,start_time,end_time,value
Recklinghausen,1415,2017-10-12 11:00:00,2017-10-12 12:00:00,17.0
Recklinghausen,1415,2017-10-13 11:00:00,2017-10-13 12:00:00,16.0
Recklinghausen,1415,2017-10-14 11:00:00,2017-10-14 12:00:00,17.0
Recklinghausen,1415,2017-10-15 11:00:00,2017-10-15 12:00:00,29.0
Recklinghausen,1415,2017-10-16 11:00:00,2017-10-16 12:00:00,28.0
Recklinghausen,1415,2017-10-17 11:00:00,2017-10-17 12:00:00,37.0
Recklinghausen,1415,2017-10-18 11:00:00,2017-10-18 12:00:00,30.0
Recklinghausen,1415,2017-10-19 11:00:00,2017-10-19 12:00:00,30.0
Recklinghausen,1415,2017-10-20 11:00:00,2017-10-20 12:00:00,15.0
Recklinghausen,1415,2017-10-21 11:00:00,2017-10-21 12:00:00,23.0
Recklinghausen,1415,2017-10-22 11:00:00,2017-10-22 12:00:00,10.0
Recklinghausen,1415,2017-10-23 11:00:00,2017-10-23 12:00:00,14.0
Recklinghausen,1415,2017-10-24 11:00:00,2017-10-24 12:00:00,8.0
Recklinghausen,1415,2017-10-25 11:00:00,2017-10-25 12:00:00,14.0
Recklinghausen,1415,2017-10-26 11:00:00,2017-10-26 12:00:00,21.0
Recklinghausen,1415,2017-10-27 11:00:00,2017-10-27 12:00:00,11.0
Recklinghausen,1415,2017-10-28 11:00:00,2017-10-28 12:00:00,17.0
Recklinghausen,1415,2017-10-29 11:00:00,2017-10-29 12:00:00,14.0
Recklinghausen,1415,2017-10-30 11:00:00,2017-10-30 12:00:00,11.0
Recklinghausen,1415,2017-10-31 11:00:00,2017-10-31 12:00:00,19.0
Recklinghausen,1415,2017-11-01 11:00:00,2017-11-01 12:00:00,22.0
Recklinghausen,1415,2017-11-02 11:00:00,2017-11-02 12:00:00,30.0
Recklinghausen,1415,2017-11-03 11:00:00,2017-11-03 12:00:00,40.0
Recklinghausen,1415,2017-11-04 11:00:00,2017-11-04 12:00:00,22.0
Recklinghausen,1415,2017-11-05 11:00:00,2017-11-05 12:00:00,11.0
Recklinghausen,1415,2017-11-06 11:00:00,2017-11-06 12:00:00,27.0
Recklinghausen,1415,2017-11-07 11:00:00,2017-11-07 12:00:00,27.0
Recklinghausen,1415,2017-11-08 11:00:00,2017-11-08 12:00:00,33.0
Recklinghausen,1415,2017-11-09 11:00:00,2017-11-09 12:00:00,39.0
Recklinghausen,1415,2017-11-10 11:00:00,2017-11-10 12:00:00,15.0
Recklinghausen,1415,2017-11-11 11:00:00,2017-11-11 12:00:00,14.0
Recklinghausen,1415,2017-11-12 11:00:00,2017-11-12 12:00:00,14.0
Recklinghausen,1415,2017-11-13 11:00:00,2017-11-13 12:00:00,8.0
Recklinghausen,1415,2017-11-14 11:00:00,2017-11-14 12:00:00,21.0
Recklinghausen,1415,2017-11-15 11:00:00,2017-11-15 12:00:00,12.0
Recklinghausen,1415,2017-11-16 11:00:00,2017-11-16 12:00:00,18.0
